date,ind,maxtp,ind,mintp,igmin,gmin,ind,rain,cbl,soil
21-Dec-10,0,1.1,0,-9.4,0,-12.2,0,12.3,999.8,-0.005
22-Dec-10,0,0.2,0,-9.8,0,-9.4,0,0,1005.7,0.169
23-Dec-10,0,0.3,0,-8.8,0,-2.6,0,10.8,1013.4,0.298
24-Dec-10,0,-4.8,0,-10.6,0,-2,0,0.2,1019.7,0.441
25-Dec-10,0,-5.8,0,-10.8,0,-2.3,0,0,1023.4,0.54
26-Dec-10,0,5.1,0,-8.4,0,-2.6,0,4,1013.1,0.587
27-Dec-10,0,9.4,0,4.7,0,-1.7,0,10.6,1000.1,0.602
28-Dec-10,0,11.7,0,3.2,0,-0.4,0,0,1001,1.596
29-Dec-10,0,9.8,0,5.3,0,-0.2,0,0,1010.6,3.713
30-Dec-10,0,9.1,0,7.3,0,0.4,0,0.2,1017.6,5.527
31-Dec-10,0,8,0,5.5,0,5.4,0,0,1020.9,5.74
01-Jan-11,0,7.8,0,2.5,0,3.8,0,0,1022.7,5.111
02-Jan-11,0,3.9,0,0.6,0,-1.3,0,0.1,1024.4,3.353
03-Jan-11,0,2.4,0,-2.8,0,-0.8,0,0,1017.4,2.168
04-Jan-11,0,5.7,0,2,0,-7.3,0,0.8,1002,2.114
05-Jan-11,0,5.8,0,0.6,0,-0.7,0,0.7,989,2.397
06-Jan-11,0,3.6,0,-4.6,0,-5,0,0,992.5,1.452
07-Jan-11,0,5,0,-5.2,0,-10.6,0,10.6,990.1,0.998
08-Jan-11,0,3.9,0,-1.3,0,-4.1,0,0.2,990.5,1.181
09-Jan-11,0,5,0,0.4,0,-2.3,0,0,1001.4,1.017
10-Jan-11,0,9,0,4.4,0,-5.1,0,3.2,995.3,1.96
11-Jan-11,0,8.1,0,1.7,0,-1.7,0,1.7,997.5,2.71
12-Jan-11,0,12.1,0,8.1,0,-1.6,0,1.5,997.7,5.695
13-Jan-11,0,12,0,9.5,0,7.2,0,1.5,997.9,7.28
14-Jan-11,0,10.8,0,6.1,0,5.7,0,1.6,997.4,5.915
15-Jan-11,0,12.8,0,8.7,0,1.8,0,4.3,994.6,7.395
16-Jan-11,0,12,0,5.8,0,5,0,0,1001.5,7.296
17-Jan-11,0,7.3,0,1,0,-3.2,0,0,1014.1,3.814
18-Jan-11,0,5.3,0,-0.7,0,-6.3,0,0,1024.3,2.122
19-Jan-11,0,6,0,-3.9,0,-9.1,0,0,1030.6,1.294
20-Jan-11,0,3.1,0,-5.8,0,-10.1,0,0,1033.2,0.553
21-Jan-11,0,3.9,0,-4.2,0,-9,0,0,1035.8,0.319
22-Jan-11,0,5.9,0,-1.5,0,-7.6,0,0,1036.4,0.509
23-Jan-11,0,4.3,0,1.2,0,-0.6,0,0,1035.1,1.039
24-Jan-11,0,6.8,0,2.3,0,0.5,0,0,1028.7,2.835
25-Jan-11,0,9.2,0,5,0,2.3,0,1.6,1015.9,4.598
26-Jan-11,0,6.9,0,4.8,0,0.9,0,0.3,1011.5,4.527
27-Jan-11,0,5.2,0,2.6,0,-0.6,0,0.4,1017.8,3.38
28-Jan-11,0,3.8,0,-0.5,0,-4.5,0,0,1019.8,2.22
29-Jan-11,0,4.8,0,-0.1,0,-4.7,0,0,1019.2,2.237
30-Jan-11,0,3.1,0,-3.2,0,-3.6,0,0,1018.7,2.346
31-Jan-11,0,8.6,0,-3.4,0,-8.1,0,0.2,1015.7,1.986
01-Feb-11,0,10.6,0,5.7,0,-5,0,0.8,1015,4.444
02-Feb-11,0,12.7,0,4,0,-0.4,0,1,1009.6,5.608
03-Feb-11,0,9.9,0,2.9,0,-0.7,0,4.9,1006.3,4.236
04-Feb-11,0,13.3,0,7.8,0,-0.5,0,6.1,998.8,7.132
05-Feb-11,0,12.1,0,6.6,0,7.1,0,25,1001.7,7.92
06-Feb-11,0,12.2,0,6.5,0,5.8,0,11.8,1002.7,7.637
07-Feb-11,0,11.2,0,1.7,0,6.2,0,1.4,1000.2,7.221
08-Feb-11,0,10.7,0,-1.8,0,-7.1,0,0.1,1008.8,4.299
09-Feb-11,0,12.2,0,6.9,0,-3.3,0,6.9,1003.1,7.184
10-Feb-11,0,8.9,0,5.6,0,3.4,0,0.1,1003.3,6.896
11-Feb-11,0,10.6,0,4.7,0,0.1,0,1.1,1001.5,6.706
12-Feb-11,0,9,0,0.1,0,-5.2,0,0.1,997.1,4.957
13-Feb-11,0,8.9,0,1.6,0,-3,0,0.9,987.5,6.202
14-Feb-11,0,7.5,0,0.4,0,-2.4,0,0,988,4.959
15-Feb-11,0,7.3,0,3.4,0,-4.3,0,11.7,979.4,4.558
16-Feb-11,0,8.7,0,-0.5,0,-5.5,0,2,984.6,4.492
17-Feb-11,0,7.3,0,3,0,-3.4,0,3.1,996.9,5.71
18-Feb-11,0,8.2,0,1.9,0,-2.4,0,0.5,998.5,4.74
19-Feb-11,0,13.1,0,2.3,0,-1.6,0,0,1000,6.182
20-Feb-11,0,9.1,0,2.4,0,-2.2,0,0.5,1003.7,5.844
21-Feb-11,0,11.2,0,5.1,0,2,0,3,1003.8,6.785
22-Feb-11,0,11.3,0,4.9,0,-0.2,0,1.1,1005.7,6.859
23-Feb-11,0,14.1,0,9.2,0,6,0,0.4,1005.9,8.755
24-Feb-11,0,15.7,0,7.9,0,2.4,0,0,1010.2,8.465
25-Feb-11,0,13.9,0,8.9,0,6,0,0.3,1010,9.337
26-Feb-11,0,10.8,0,2.7,0,2.1,0,0.6,1011.4,8.083
27-Feb-11,0,10.3,0,1.3,0,-0.8,0,0.9,1020.3,5.938
28-Feb-11,0,9.9,0,-0.8,0,-6.1,0,0,1028.6,4.734
01-Mar-11,0,10.7,0,-2.2,0,-6.3,0,0,1032.9,4.669
02-Mar-11,0,9.2,0,-3.5,0,-8,0,0,1032.3,4.057
03-Mar-11,0,8.9,0,-3.1,0,-7.7,0,0,1031.8,4.161
04-Mar-11,0,10.4,0,0,0,-4.2,0,0,1028.4,5.523
05-Mar-11,0,9.1,0,5.2,0,4.1,0,0,1026.4,6.719
06-Mar-11,0,7.9,0,1.5,0,5.1,0,0.4,1025.1,6.654
07-Mar-11,0,10.6,0,-0.4,0,-4.7,0,0,1021.9,5.775
08-Mar-11,0,10.5,0,-1.5,0,-7.2,0,0,1012.2,5.064
09-Mar-11,0,11.5,0,4.1,0,1.5,0,1.2,1005.1,6.466
10-Mar-11,0,11,0,3.6,0,5.7,0,0.9,1002.6,7.047
11-Mar-11,0,9.6,0,2.7,0,-0.8,0,9.6,1000.9,5.282
12-Mar-11,0,12.1,0,2.2,0,0.3,0,0,992.6,6.828
13-Mar-11,0,9.1,0,0.3,0,-2.2,0,0,996.8,5.629
14-Mar-11,0,9.1,0,-0.7,0,-4.7,0,0.1,1007,5.83
15-Mar-11,0,10.4,0,-0.1,0,2.6,0,3,1011.1,6.912
16-Mar-11,0,9.4,0,-1.4,0,-4.8,0,0,1009.8,5.896
17-Mar-11,0,10.4,0,1.3,0,-4.2,0,0.5,1011.1,6.521
18-Mar-11,0,11.9,0,-1.3,0,-4.6,0,0,1019.8,6.92
19-Mar-11,0,12.8,0,0.8,0,-4.4,0,0.6,1023.7,7.431
20-Mar-11,0,15.8,0,4.4,0,5.6,0,0.1,1022,9.457
21-Mar-11,0,15,0,4.9,0,-1.5,0,0.1,1027.3,9.448
22-Mar-11,0,15.4,0,4.1,0,-1.3,0,0,1032.3,9.974
23-Mar-11,0,14.5,0,1.3,0,-2.7,0,0,1033.9,8.948
24-Mar-11,0,14.7,0,0.9,0,-3.7,0,0,1027.7,8.691
25-Mar-11,0,11.9,0,1.8,0,-2.6,0,0,1017.8,8.642
26-Mar-11,0,9.4,0,-0.7,0,-5.2,0,0,1011.1,6.96
27-Mar-11,0,11.4,0,2.9,0,-1.5,0,0,1010.2,8.539
28-Mar-11,0,10.9,0,1.3,0,-3.1,0,0,1009.2,8.688
29-Mar-11,0,12.3,0,4.5,0,0.1,0,0.1,1004.5,9.09
30-Mar-11,0,16,0,6.2,0,1.6,0,1,998.5,10.818
31-Mar-11,0,16.2,0,9.9,0,8.8,0,1.1,996.3,11.733
01-Apr-11,0,15,0,12.1,0,7.7,0,0,998.2,11.9
02-Apr-11,0,15.3,0,5.8,0,3.4,0,10.6,997.9,11.452
03-Apr-11,0,12.7,0,4.3,0,-0.3,0,0.4,1006,9.778
04-Apr-11,0,16.7,0,3.6,0,-1.6,0,3.9,1005.3,9.976
05-Apr-11,0,18.1,0,10.8,0,9.5,0,3.7,1005.8,12.48
06-Apr-11,0,19.4,0,12.1,0,9.8,0,0.4,1013.8,13.337
07-Apr-11,0,16.4,0,6.3,0,8.9,0,0.3,1021.2,13.123
08-Apr-11,0,16.8,0,3.4,0,-0.1,0,0,1022.3,11.98
09-Apr-11,0,19.3,0,7.4,0,3.5,0,0,1017.4,12.75
10-Apr-11,0,21.1,0,7.2,0,3.7,0,0,1017.5,14.33
11-Apr-11,0,13.9,0,3.9,0,5.3,0,0.3,1020,13.5
12-Apr-11,0,13.7,0,3.5,0,-1.5,0,0.1,1022.2,11.312
13-Apr-11,0,13.9,0,6.1,0,4.9,0,2.3,1012.2,11.762
14-Apr-11,0,13.8,0,7.3,0,2.6,0,0.1,1010.1,12.023
15-Apr-11,0,15.6,0,9.1,0,8.7,0,0,1013.3,13.673
16-Apr-11,0,15.2,0,5.9,0,1.8,0,0.2,1017.2,13.102
17-Apr-11,0,13.5,0,1.8,0,-1.5,0,0,1018.8,11.615
18-Apr-11,0,17.5,0,4.9,0,0.6,0,0,1012.2,12.135
19-Apr-11,0,17.3,0,3.8,0,-0.3,0,0,1009.2,13.023
20-Apr-11,0,19,0,3.9,0,0,0,0,1010.2,13.93
21-Apr-11,0,18.8,0,8.1,0,4.5,0,0,1006.1,15.497
22-Apr-11,0,21,0,7.5,0,3.3,0,0,1000.8,14.548
23-Apr-11,0,16.6,0,5.3,0,7.9,0,0,1008.3,15.71
24-Apr-11,0,17.1,0,4.1,0,0.2,0,0,1016.7,14.573
25-Apr-11,0,13,0,6.3,0,6.5,0,0,1022.5,14.03
26-Apr-11,0,13,0,6.9,0,3.4,0,1.1,1023,13.368
27-Apr-11,0,15.9,0,3.5,0,0.4,0,0,1021.3,14.195
28-Apr-11,0,16,0,4.1,0,0.1,0,0,1017.5,14.575
29-Apr-11,0,16.4,0,3.2,0,0,0,0,1011.6,14.562
30-Apr-11,0,16.8,0,9.5,0,6.5,0,0,1007.8,14.797
01-May-11,0,16.9,0,8.8,0,5.4,0,0,1006.2,14.853
02-May-11,0,15.2,0,8.9,0,6,0,0,1008.1,14.725
03-May-11,0,13.6,0,7.2,0,4.7,0,0,1010.6,14.368
04-May-11,0,14.9,0,8.2,0,4.2,0,3.2,1010.3,14.938
05-May-11,0,15.2,0,10.4,0,8.9,0,0.9,1005.9,13.847
06-May-11,0,17.4,0,10,0,6.4,0,1.2,1002.5,13.927
07-May-11,0,17.9,0,11,0,6.6,0,9.9,999.2,14.185
08-May-11,0,16.7,0,10.6,0,9.3,0,0.1,999,14.627
09-May-11,0,17.4,0,11.2,0,8.5,0,0.3,1005.5,14.552
10-May-11,0,18.2,0,9.4,0,7.3,0,0.7,1011.4,15.82
11-May-11,0,16.3,0,8.3,0,4,0,1.3,1013.9,15.163
12-May-11,0,15.8,0,7.8,0,6.9,0,0.2,1013.2,15.245
13-May-11,0,13.5,0,5.8,0,3.8,0,4.5,1012.6,14.523
14-May-11,0,14,0,5.9,0,2.3,0,3.3,1017.2,13.195
15-May-11,0,14.7,0,5.9,0,2.7,0,1,1019.5,12.79
16-May-11,0,16.4,0,10.9,0,9.5,0,0.6,1016,13.985
17-May-11,0,16.6,0,11.7,0,11.6,0,0.3,1010.2,15.155
18-May-11,0,16,0,6.2,0,6.3,0,1,1008,15.325
19-May-11,0,14.4,0,4.3,0,-0.2,0,0.1,1011.1,13.695
20-May-11,0,15.6,0,5.8,0,4.8,0,0.6,1009.5,14.555
21-May-11,0,16,0,4.7,0,1.4,0,4.9,1004.7,13.2
22-May-11,0,15.6,0,7.9,0,4.7,0,2.1,1002.8,13.57
23-May-11,0,14.8,0,6.3,0,7.6,0,3.3,1005,14.415
24-May-11,0,16.1,0,5.4,0,2.4,0,0.5,1016.2,14.29
25-May-11,0,15.1,0,8.4,0,4.1,0,0.5,1007.8,13.43
26-May-11,0,14.4,0,5.8,0,9.1,0,3.9,1004.6,13.92
27-May-11,0,13.9,0,4.8,0,0.4,0,0.5,1010.8,12.997
28-May-11,0,16,0,9.6,0,9.6,0,0.8,1003.2,14.882
29-May-11,0,17.3,0,9.4,0,10,0,0.2,1000.6,16.343
30-May-11,0,14.4,0,4.4,0,7.6,0,2.1,1006.2,16.323
31-May-11,0,17.4,0,3.8,0,-1,0,0.1,1014.2,15.505
01-Jun-11,0,20.2,0,10.8,0,8.3,0,0.1,1022.4,16.538
02-Jun-11,0,20.7,0,9.5,0,9.4,0,0,1028.4,18.99
03-Jun-11,0,22.4,0,8.6,0,2.9,0,0,1027.6,20.105
04-Jun-11,0,19.2,0,9,0,4.1,0,0,1020.8,19.91
05-Jun-11,0,13.2,0,7.5,0,11.4,0,0.7,1010.5,16.66
06-Jun-11,0,15.9,0,5,0,-0.6,0,0,1000,16.305
07-Jun-11,0,14.9,0,7.7,0,6.9,0,2.1,992.4,17.017
08-Jun-11,0,15.9,0,6.6,0,2.9,0,3.6,997.9,16.022
09-Jun-11,0,14.5,0,3.8,0,-0.4,0,4,1006.1,15.042
10-Jun-11,0,14,0,1.9,0,-1.9,0,1.1,1009.1,13.948
11-Jun-11,0,15.9,0,4.8,0,0.8,0,0.1,1010.2,14.807
12-Jun-11,0,11.9,0,4.6,0,-0.6,0,10.6,1001.3,12.767
13-Jun-11,0,19.1,0,6.6,0,9.6,0,0.1,1004.1,16.17
14-Jun-11,0,18.8,0,4.4,0,0.2,0,0,1008.2,16.275
15-Jun-11,0,20.1,0,9.6,0,10.3,0,0,1003.3,18.855
16-Jun-11,0,17.4,0,7,0,2.2,0,2.3,1001.2,17.27
17-Jun-11,0,16,0,8.2,0,4.5,0,8.1,994.5,15.15
18-Jun-11,0,17.7,0,7.4,0,2.8,0,5.2,996.3,15.595
19-Jun-11,0,17.1,0,7.6,0,4,0,0,1004.3,15.775
20-Jun-11,0,17.9,0,6,0,1.7,0,8.5,1002.9,15.15
21-Jun-11,0,18.9,0,10.9,0,10.3,0,2.6,997.9,16.263
22-Jun-11,0,18.8,0,10.2,0,9.2,0,1.4,1001.7,16.44
23-Jun-11,0,17.9,0,8.7,0,4.2,0,0.5,1010.7,16.653
24-Jun-11,0,15.1,0,6.2,0,0.3,0,12.8,1010.8,14.43
25-Jun-11,0,22.8,0,15,0,11.1,0,0.3,1009.3,17.558
26-Jun-11,0,24,0,15,0,12.1,0,0,1010.3,19.145
27-Jun-11,0,17.8,0,9.4,0,12.9,0,0,1010.2,18.858
28-Jun-11,0,18.1,0,7.5,0,3.3,0,0.8,1013.7,18.743
29-Jun-11,0,17.7,0,6.6,0,2.6,0,1.9,1018,17.477
30-Jun-11,0,18.3,0,8.5,0,7.7,0,0,1021.8,17.693
01-Jul-11,0,17.5,0,8.1,0,4.7,0,0,1020.5,18.288
02-Jul-11,0,18.9,0,8.4,0,4.9,0,0,1014.8,18.188
03-Jul-11,0,20.2,0,8.2,0,3.6,0,0,1011.2,19.36
04-Jul-11,0,22.4,0,10.7,0,6.7,0,0,1006.8,20.58
05-Jul-11,0,21.5,0,12.6,0,12.6,0,1.8,1000.4,20.835
06-Jul-11,0,18.2,0,8.6,0,10.3,0,5.7,992.4,18.61
07-Jul-11,0,19.4,0,8.3,0,5,0,0.3,989.2,17.093
08-Jul-11,0,16.4,0,10.8,0,10.4,0,6.6,994,17.195
09-Jul-11,0,20.2,0,9.4,0,5.2,0,0.1,1004.7,17.657
10-Jul-11,0,18.8,0,10.9,0,7.6,0,0,1012.6,18.058
11-Jul-11,0,17.5,0,9,0,5.5,0,0,1016.2,17.632
12-Jul-11,0,18.5,0,10,0,8.4,0,0,1016.4,18.717
13-Jul-11,0,19.3,0,7.5,0,4,0,0,1016.5,19.88
14-Jul-11,0,22.3,0,8.6,0,4.8,0,0.3,1014.7,20.062
15-Jul-11,0,18.6,0,12.1,0,8.3,0,0.9,1004.9,19.163
16-Jul-11,0,19.5,0,11.7,0,12.6,0,10.6,991.1,19.333
17-Jul-11,0,15.8,0,11.2,0,9.7,0,0.7,987.6,16.712
18-Jul-11,0,17.4,0,12.2,0,12,0,0.6,992.7,16.69
19-Jul-11,0,16.6,0,9.7,0,12.1,0,0,999.8,16.337
20-Jul-11,0,16.5,0,9.4,0,7.2,0,0.3,1006,16.405
21-Jul-11,0,13.8,0,7.5,0,10.8,0,9.3,1012.1,15.243
22-Jul-11,0,17.8,0,6.4,0,3,0,0,1013.8,15.7
23-Jul-11,0,20.7,0,7.1,0,4.2,0,0,1010.7,17.827
24-Jul-11,0,21.9,0,11.9,0,10.4,0,0,1006.8,19.425
25-Jul-11,0,20.5,0,10.4,0,8.3,0,0,1006.6,18.318
26-Jul-11,0,20.5,0,13.5,0,14.3,0,0.6,1011.6,18.897
27-Jul-11,0,22.9,0,11.3,0,8.5,0,6.5,1016.3,20.397
28-Jul-11,0,17.2,0,12.7,0,14.6,0,2,1019.6,18.392
29-Jul-11,0,17.2,0,11.8,0,11.8,0,0.7,1019.4,16.355
30-Jul-11,0,20.5,0,10.6,0,8.3,0,0,1013.3,17.378
31-Jul-11,0,21.5,0,14.4,0,13.1,0,0.9,1006.3,18.173
01-Aug-11,0,18.7,0,13.5,0,14.4,0,0.1,1005.5,18.315
02-Aug-11,0,20.1,0,10.6,0,12.1,0,0.1,1007.7,18.68
03-Aug-11,0,19.8,0,10.1,0,7.4,0,0,1006.1,18.118
04-Aug-11,0,23.6,0,11.9,0,13.1,0,0.4,1002.9,19.785
05-Aug-11,0,18.1,0,8,0,2.7,0,0,1005.4,17.81
06-Aug-11,0,17.6,0,10.3,0,7.3,0,11.8,998.5,17.478
07-Aug-11,0,17.6,0,10.1,0,7.2,0,2,995.3,17.075
08-Aug-11,0,20.1,0,9.4,0,6.3,0,0.1,1006.3,16.772
09-Aug-11,0,18.1,0,7.6,0,2.2,0,0,1018.1,16.56
10-Aug-11,0,18.5,0,13.4,0,11.1,0,3.1,1010.3,16.807
11-Aug-11,0,21.5,0,15.4,0,14.8,0,1.7,1001.7,18.52
12-Aug-11,0,20.5,0,14.2,0,13.5,0,1,1000.3,18.57
13-Aug-11,0,18.5,0,13.1,0,10.6,0,0.1,997.1,17.818
14-Aug-11,0,19.1,0,10.6,0,9.7,0,0.2,1002,18.198
15-Aug-11,0,18.9,0,9.4,0,4.4,0,7,1006.3,16.728
16-Aug-11,0,19.9,0,8.6,0,12.4,0,0.7,1007.2,17.673
17-Aug-11,0,19.1,0,6.2,0,0.9,0,0,1012.8,16.375
18-Aug-11,0,17.2,0,7.9,0,3.5,0,7.6,1012,15.715
19-Aug-11,0,17.1,0,8.4,0,3.3,0,0.1,1009,14.76
20-Aug-11,0,18.7,0,9.4,0,3.7,0,0,1006.6,15.21
21-Aug-11,0,20.2,0,10.1,0,7.4,0,0,1008.6,16.532
22-Aug-11,0,18.6,0,7.1,0,1.5,0,0,1013.7,15.952
23-Aug-11,0,19.1,0,7.3,0,2,0,0,1008.2,16.335
24-Aug-11,0,18.8,0,9.4,0,5,0,0.2,1002.8,16.965
25-Aug-11,0,17.6,0,8.6,0,3.2,0,2.1,999.4,15.487
26-Aug-11,0,19.5,0,7.6,0,2.6,0,0,1002.4,16.058
27-Aug-11,0,17.8,0,9.2,0,6.8,0,3.8,1008,16.142
28-Aug-11,0,17.6,0,8.5,0,6.4,0,1.4,1012.2,15.66
29-Aug-11,0,16.2,0,5.4,0,0.1,0,0,1014.4,14.267
30-Aug-11,0,16,0,10.1,0,9.9,0,0,1012.6,15.42
31-Aug-11,0,15.9,0,7.2,0,9.9,0,0,1010.7,15.587
01-Sep-11,0,19.7,0,6.2,0,1.4,0,0,1005.8,15.602
02-Sep-11,0,19.4,0,14.6,0,11.5,0,0.5,1000.3,17.403
03-Sep-11,0,16.9,0,7.4,0,13.5,0,6.3,997.7,16.483
04-Sep-11,0,15.9,0,6.5,0,1,0,2.5,996.4,13.14
05-Sep-11,0,16.2,0,8.8,0,5.5,0,4.6,997.2,14.14
06-Sep-11,0,16.5,0,12.1,0,10.5,0,3.8,994.3,15.01
07-Sep-11,0,15.8,0,10.7,0,9.7,0,4,1001.5,14.595
08-Sep-11,0,18.8,0,11.7,0,10.6,0,0.2,998.9,15.575
09-Sep-11,0,22.3,0,14.1,0,13.5,0,0.3,996.3,17.522
10-Sep-11,0,20.2,0,13.1,0,15.6,0,0.7,989.5,17.595
11-Sep-11,0,17,0,11.9,0,9.2,0,2.5,987.4,15.22
12-Sep-11,0,17.6,0,12,0,12.2,0,0.2,989.1,15.497
13-Sep-11,0,15.8,0,9.5,0,6.8,0,0.4,1003.1,14.112
14-Sep-11,0,16.2,0,8.2,0,4.6,0,0,1011.1,13.61
15-Sep-11,0,17.1,0,10.4,0,8.6,0,0,1012,14.66
16-Sep-11,0,18.4,0,10.9,0,7.8,0,8.1,1003.6,15.255
17-Sep-11,0,16.2,0,10.1,0,8.6,0,2.2,996.3,14.425
18-Sep-11,0,15.6,0,10.1,0,7.9,0,1.5,1000.7,13.792
19-Sep-11,0,18.2,0,10.1,0,8.2,0,1.3,1003.7,14.343
20-Sep-11,0,15,0,7,0,2.1,0,0,1007.4,13.253
21-Sep-11,0,16,0,9.1,0,4.2,0,1.4,1005.6,12.903
22-Sep-11,0,17.2,0,8.4,0,3.2,0,0.3,1010.6,12.188
23-Sep-11,0,17.5,0,12.1,0,9.9,0,0,1006,13.823
24-Sep-11,0,18.8,0,10.4,0,5.2,0,0.1,1002.7,14.708
25-Sep-11,0,17.9,0,11.3,0,8,0,1.2,1002.7,13.833
26-Sep-11,0,18.2,0,7.2,0,2.4,0,0,1010.7,13.355
27-Sep-11,0,20.4,0,12,0,7.8,0,0,1016.8,14.833
28-Sep-11,0,25.6,0,12.5,0,9.1,0,0,1013.5,16.145
29-Sep-11,0,22.4,0,14.9,0,11.1,0,0,1011.4,17.308
30-Sep-11,0,21.5,0,14.8,0,12.1,0,15.2,1011.7,16.208
01-Oct-11,0,14.9,0,13.7,0,13.8,0,35.4,1016,15.278
02-Oct-11,0,18.8,0,13.9,0,13.8,0,1.3,1014.3,15.827
03-Oct-11,0,21.1,0,8.6,0,11.5,0,0.1,1008,15.97
04-Oct-11,0,16.4,0,8.8,0,3.4,0,0,1009.5,13.68
05-Oct-11,0,20.8,0,9.3,0,11.8,0,1.5,1002.6,15.127
06-Oct-11,0,13.2,0,6.4,0,3.3,0,1.4,1006.3,11.835
07-Oct-11,0,14.8,0,7.5,0,7.5,0,0.2,1015.9,12.363
08-Oct-11,0,19.5,0,8.6,0,2.7,0,0.2,1016.5,13.818
09-Oct-11,0,17.7,0,15.5,0,14.1,0,0,1009.2,15.363
10-Oct-11,0,16.9,0,15.1,0,14.3,0,2.5,1005.7,15.3
11-Oct-11,0,17,0,14.8,0,13.4,0,0.6,1009.5,15.333
12-Oct-11,0,19.1,0,12.6,0,11.8,0,0.2,1015.2,15.698
13-Oct-11,0,17.9,0,9.4,0,12.1,0,0.1,1020.7,15.148
14-Oct-11,0,16.3,0,6.7,0,3.8,0,0.2,1019.2,12.995
15-Oct-11,0,15.6,0,9.6,0,11.3,0,1.9,1015.3,13.568
16-Oct-11,0,15.1,0,6.3,0,2.5,0,0.1,1013,12.007
17-Oct-11,0,15,0,5.1,0,4.3,0,4.6,1002.2,10.648
18-Oct-11,0,12,0,4.8,0,2.2,0,0.2,1005.4,8.515
19-Oct-11,0,11.6,0,3.2,0,0.5,0,0.1,1015.7,7.81
20-Oct-11,0,11.5,0,2.5,0,-0.9,0,0,1017.5,7.594
21-Oct-11,0,14.2,0,11.1,0,7.5,0,0,1009.2,10.515
22-Oct-11,0,13.7,0,8,0,8.1,0,2.1,999.8,10.667
23-Oct-11,0,15.4,0,8,0,6.1,0,16.7,986.8,10.568
24-Oct-11,0,15.8,0,7.9,0,9.3,0,71.3,980.2,11.717
25-Oct-11,0,12.7,0,5.2,0,2.2,0,4.1,985.8,10.177
26-Oct-11,0,11.7,0,4.7,0,0,0,0,992.5,8.104
27-Oct-11,0,12.9,0,3.7,0,2.2,0,0,1002.8,8.329
28-Oct-11,0,13.4,0,2.1,0,-1.2,0,0.1,1012,7.171
29-Oct-11,0,16.5,0,10.6,0,1.2,0,4.4,1005,11.057
30-Oct-11,0,17.5,0,10.4,0,5.4,0,0.1,1003.8,11.182
31-Oct-11,0,17.7,0,9.8,0,9.9,0,3.7,998,12.457
01-Nov-11,0,13.8,0,5.2,0,1.1,0,0,997.5,9.222
02-Nov-11,0,15,0,12.9,0,3.3,0,1.6,987.3,11.097
03-Nov-11,0,16,0,8.5,0,10.2,8, , ,11.66
04-Nov-11,0,13.1,0,2.5,0,1.1,0,0.1,989.4,9.012
05-Nov-11,0,9.9,0,2.2,0,-3.1,0,0.1,1007.3,5.967
06-Nov-11,0,12.3,0,-1,0,-5.8,0,0,1020.1,4.505
07-Nov-11,0,11.2,0,-1.7,0,-6.5,0,0,1016.7,4.311
08-Nov-11,0,11.5,0,10.6,0,-3.4,0,0.6,1006.9,8.318
09-Nov-11,0,15.7,0,9.4,0,8.5,0,0.2,1001.9,10.248
10-Nov-11,0,15.1,0,6.5,0,-0.1,0,0,1006.3,8.325
11-Nov-11,0,13.8,0,10.8,0,5.3,0,10.4,1001.6,10.35
12-Nov-11,0,13.9,0,6.2,0,1.5,0,0.2,1011.4,8.935
13-Nov-11,0,15.2,0,12.5,0,6.8,0,0,1016.4,10.507
14-Nov-11,0,13.8,0,9.3,0,9.5,0,0,1014.2,10.46
15-Nov-11,0,12.7,0,6.8,0,6,0,0,1010.8,9.705
16-Nov-11,0,11.7,0,8.3,0,0.5,0,9.2,1006.5,8.727
17-Nov-11,0,14,0,5.3,0,-0.5,0,1.1,1002.5,8.797
18-Nov-11,0,15.4,0,13.1,0,9.1,0,0.1,1001.2,11.038
19-Nov-11,0,13.6,0,11.6,0,10.1,0,0,1005.9,10.815
20-Nov-11,0,13.5,0,9.1,0,4.8,0,0,1007.3,10.438
21-Nov-11,0,12.5,0,6.6,0,1.2,0,0,1006.8,9.365
22-Nov-11,0,9.9,0,2.3,0,-2.5,0,0,1012.3,6.591
23-Nov-11,0,13.2,0,9.6,0,-2.4,0,0,1014,8.26
24-Nov-11,0,13.2,0,6.8,0,9,0,7.8,1009.5,9.92
25-Nov-11,0,8.9,0,5.3,0,1.6,0,0.3,1013.9,7.01
26-Nov-11,0,13.9,0,8.5,0,-0.1,0,0,1008.5,8.68
27-Nov-11,0,13.7,0,4.2,0,3.4,0,4.5,1009.3,7.55
28-Nov-11,0,13.8,0,4.8,0,-1.6,0,0.9,1006.2,7.405
29-Nov-11,0,13.5,0,4.2,0,7.8,0,10,993.5,8.452
30-Nov-11,0,10.9,0,4.4,0,-0.1,0,5.2,997.8,5.903
01-Dec-11,0,6.8,0,1.6,0,-1.2,0,0,997.9,4.841
02-Dec-11,0,10.4,0,1.4,0,-5,0,1.8,999.8,3.847
03-Dec-11,0,9.9,0,5.4,0,1.4,0,0.5,995.3,5.803
04-Dec-11,0,5.8,0,0.8,0,1,0,1.3,995.5,4.176
05-Dec-11,0,4.6,0,0.8,0,-2.5,0,0,999.1,2.319
06-Dec-11,0,7.8,0,1.5,0,-1.9,0,0.9,997.8,2.819
07-Dec-11,0,6.3,0,3.2,0,-0.1,0,0.2,1002.1,3.028
08-Dec-11,0,11.2,0,1.8,0,-1.1,0,3.7,999.1,4.802
